EGFR protein	binds	TNF
Albumin	treats	EGFR
VEGF receptor	binds	Paracetamol
ACE	treats	EGFR protein
EGFR protein	treats	Asthma
Cisplatin	binds	Tamoxifen
Albumin	interacts	Alzheimer's disease
Paracetamol	treats	Tuberculosis
CYP2C9	interacts	Atorvastatin
Metformin	associates	Hemoglobin
Paracetamol	interacts	Tuberculosis
Dexamethasone	associates	Headache
Paracetamol	treats	Hydroxychloroquine
Atorvastatin	associates	Hydroxychloroquine
Tamoxifen	binds	EGFR protein
Atorvastatin	binds	VEGF receptor
HTT	binds	HIV infection
APP	binds	Insulin receptor
TNF	treats	VEGF receptor
Aspirin	interacts	Headache
Ibuprofen	interacts	VEGF receptor
Simvastatin	binds	HIV infection
HTT	interacts	INS
TNF	treats	HTT
Atorvastatin	associates	VEGFA
Atorvastatin	treats	Paracetamol
Albumin	associates	BRCA1
Simvastatin	interacts	Huntington's disease
Atorvastatin	interacts	BRCA1
APP	interacts	Breast cancer
VEGF receptor	associates	Huntington's disease
HTT	associates	Hypertension
Tamoxifen	associates	Asthma
CYP2C9	interacts	TNF
Albumin	binds	VEGF receptor
HTT	associates	Tamoxifen
Hemoglobin	binds	ACE
BRCA1	treats	ACE
CYP2C9	treats	HIV infection
BRCA1	treats	Breast cancer
Dexamethasone	binds	Alzheimer's disease
TNF	treats	Hemoglobin
EGFR	associates	EGFR protein
INS	treats	Aspirin
Aspirin	treats	Metformin
CYP2C9	interacts	Ibuprofen
Ibuprofen	interacts	Cisplatin
VEGF receptor	binds	VEGFA
Albumin	binds	INS
Cisplatin	binds	VEGF receptor
Dexamethasone	treats	Diabetes mellitus
EGFR	treats	EGFR protein
Paracetamol	binds	Asthma
BRCA1	interacts	VEGF receptor
VEGFA	binds	EGFR protein
CYP2C9	associates	Tamoxifen
ACE	treats	EGFR protein
Cisplatin	interacts	VEGFA
EGFR protein	binds	ACE
Dexamethasone	binds	Tamoxifen
Metformin	treats	Simvastatin
TNF	interacts	EGFR
TP53	interacts	INS
Ibuprofen	binds	Aspirin
TNF	interacts	Tuberculosis
Cisplatin	interacts	EGFR protein
HTT	associates	Paracetamol
INS	associates	Osteoarthritis
ACE	interacts	TP53
APP	interacts	ACE
VEGFA	treats	Breast cancer
Aspirin	treats	Headache
Insulin receptor	treats	VEGFA
HTT	associates	Albumin
TNF	interacts	Aspirin
EGFR protein	associates	Headache
Albumin	treats	Hemoglobin
Hemoglobin	binds	Paracetamol
INS	associates	Tamoxifen
Metformin	treats	Simvastatin
HTT	treats	EGFR
Albumin	treats	VEGF receptor
VEGF receptor	treats	Simvastatin
EGFR	interacts	TNF
TNF	binds	Diabetes mellitus
CYP2C9	treats	ACE
Hydroxychloroquine	interacts	Albumin
ACE	associates	Hemoglobin
Insulin receptor	associates	APP
HTT	treats	Osteoarthritis
Insulin receptor	interacts	VEGFA
Albumin	associates	Aspirin
Insulin receptor	treats	INS
INS	interacts	EGFR protein
EGFR protein	associates	BRCA1
APP	associates	Cisplatin
Metformin	treats	APP
EGFR protein	associates	Dexamethasone
ACE	treats	HIV infection
APP	treats	Ibuprofen
Hydroxychloroquine	interacts	ACE
CYP2C9	treats	Aspirin
INS	interacts	BRCA1
Hemoglobin	associates	VEGF receptor
Hemoglobin	associates	Dexamethasone
BRCA1	binds	Tuberculosis
VEGF receptor	associates	Dexamethasone
Insulin receptor	treats	Simvastatin
VEGFA	binds	APP
Insulin receptor	binds	HIV infection
Hydroxychloroquine	interacts	Tamoxifen
Hydroxychloroquine	interacts	Osteoarthritis
CYP2C9	interacts	Breast cancer
Atorvastatin	treats	APP
ACE	interacts	Dexamethasone
Albumin	binds	Paracetamol
TP53	treats	Atorvastatin
BRCA1	associates	TNF
Atorvastatin	binds	EGFR
Dexamethasone	associates	Hydroxychloroquine
VEGF receptor	associates	Hypertension
TP53	treats	Tuberculosis
Ibuprofen	associates	Asthma
Cisplatin	associates	Hemoglobin
EGFR	interacts	CYP2C9
CYP2C9	binds	ACE
Insulin receptor	associates	Cisplatin
ACE	associates	EGFR protein
APP	associates	ACE
Hydroxychloroquine	associates	Hypertension
CYP2C9	treats	VEGF receptor
Hydroxychloroquine	associates	Huntington's disease
APP	binds	TNF
EGFR protein	interacts	Diabetes mellitus
TNF	associates	Atorvastatin
Cisplatin	associates	Hydroxychloroquine
VEGF receptor	treats	Tamoxifen
INS	binds	Headache
VEGFA	interacts	Tamoxifen
Atorvastatin	binds	Alzheimer's disease
ACE	treats	Atorvastatin
Albumin	interacts	Metformin
EGFR	interacts	Ibuprofen
Simvastatin	treats	Diabetes mellitus
EGFR	associates	ACE
Hydroxychloroquine	interacts	CYP2C9
Hydroxychloroquine	binds	Headache
ACE	treats	Aspirin
EGFR protein	interacts	Metformin
BRCA1	binds	Diabetes mellitus
EGFR protein	binds	Tuberculosis
Atorvastatin	treats	EGFR
Aspirin	associates	ACE
INS	treats	Huntington's disease
VEGF receptor	binds	Dexamethasone
EGFR	associates	VEGF receptor
Dexamethasone	associates	Metformin
Simvastatin	treats	Insulin receptor
Metformin	binds	Paracetamol
Insulin receptor	interacts	Huntington's disease
Atorvastatin	associates	Metformin
Aspirin	treats	Alzheimer's disease
BRCA1	treats	VEGF receptor
Hemoglobin	treats	CYP2C9
Ibuprofen	associates	EGFR protein
Hydroxychloroquine	interacts	Simvastatin
HTT	associates	Diabetes mellitus
Albumin	interacts	Cisplatin
BRCA1	binds	Asthma
Tamoxifen	binds	Huntington's disease
Hemoglobin	associates	Alzheimer's disease
VEGF receptor	treats	TNF
CYP2C9	associates	EGFR
TNF	treats	Hemoglobin
EGFR protein	treats	EGFR
Simvastatin	binds	BRCA1
Aspirin	treats	Paracetamol
INS	associates	Paracetamol
Paracetamol	associates	HTT
INS	binds	Tamoxifen
Paracetamol	treats	Tuberculosis
Insulin receptor	associates	Tamoxifen
Albumin	treats	EGFR protein
Insulin receptor	treats	EGFR protein
APP	binds	INS
Hydroxychloroquine	treats	Huntington's disease
Ibuprofen	associates	Albumin
Ibuprofen	associates	VEGF receptor
Tamoxifen	binds	Headache
EGFR protein	associates	Diabetes mellitus
Paracetamol	associates	EGFR protein
ACE	treats	Cisplatin
INS	interacts	Ibuprofen
Hemoglobin	treats	Atorvastatin
EGFR	associates	Osteoarthritis
Albumin	associates	BRCA1
Ibuprofen	interacts	Asthma
Dexamethasone	associates	Ibuprofen
INS	treats	EGFR protein
EGFR	binds	APP
Aspirin	treats	APP
Atorvastatin	treats	Insulin receptor
VEGF receptor	binds	Dexamethasone
Simvastatin	treats	Atorvastatin
Paracetamol	interacts	CYP2C9
HTT	treats	Insulin receptor
TP53	binds	BRCA1
EGFR	binds	Alzheimer's disease
Aspirin	interacts	CYP2C9
VEGF receptor	interacts	Ibuprofen
Paracetamol	binds	Cisplatin
EGFR protein	interacts	APP
INS	treats	Osteoarthritis
Tamoxifen	treats	Cisplatin
Metformin	treats	EGFR
Tamoxifen	binds	Breast cancer
Hemoglobin	binds	Alzheimer's disease
Albumin	treats	Osteoarthritis
HTT	associates	Dexamethasone
Tamoxifen	associates	EGFR protein
APP	interacts	INS
TP53	binds	Tamoxifen
VEGF receptor	binds	Headache
Hydroxychloroquine	interacts	Osteoarthritis
Albumin	interacts	VEGF receptor
APP	binds	HIV infection
Tamoxifen	associates	Albumin
Atorvastatin	treats	EGFR protein
Insulin receptor	associates	ACE
ACE	treats	Alzheimer's disease
VEGF receptor	associates	Hemoglobin
ACE	treats	Alzheimer's disease
INS	treats	Aspirin
ACE	associates	Tamoxifen
Tamoxifen	interacts	Simvastatin
Simvastatin	binds	INS
TNF	interacts	Headache
Atorvastatin	interacts	Osteoarthritis
EGFR protein	interacts	TNF
VEGF receptor	associates	Insulin receptor
VEGFA	interacts	Simvastatin
Atorvastatin	treats	Ibuprofen
HTT	binds	HIV infection
TP53	interacts	Ibuprofen
Ibuprofen	treats	Tuberculosis
Hydroxychloroquine	associates	VEGFA
Cisplatin	binds	Hypertension
Metformin	associates	VEGFA
Dexamethasone	binds	Ibuprofen
TP53	treats	Metformin
Insulin receptor	binds	Metformin
INS	binds	Metformin
INS	treats	Tamoxifen
Hemoglobin	associates	VEGF receptor
BRCA1	interacts	Hydroxychloroquine
ACE	associates	Insulin receptor
EGFR protein	associates	Alzheimer's disease
TP53	treats	Headache
Hemoglobin	binds	Tuberculosis
Ibuprofen	interacts	HIV infection
INS	associates	ACE
Metformin	treats	TNF
Hydroxychloroquine	interacts	Osteoarthritis
Cisplatin	associates	Insulin receptor
BRCA1	binds	Huntington's disease
Insulin receptor	interacts	HIV infection
TP53	interacts	Breast cancer
HTT	interacts	Cisplatin
Paracetamol	associates	INS
Aspirin	binds	Diabetes mellitus
VEGFA	binds	Insulin receptor
Paracetamol	treats	Alzheimer's disease
APP	associates	Hypertension
EGFR	associates	Metformin
EGFR protein	interacts	Insulin receptor
BRCA1	binds	Tuberculosis
EGFR	interacts	Tamoxifen
VEGFA	interacts	ACE
TP53	associates	HTT
TP53	treats	HIV infection
Dexamethasone	interacts	Hypertension
Atorvastatin	binds	BRCA1
Cisplatin	treats	Tamoxifen
CYP2C9	associates	Aspirin
CYP2C9	binds	TP53
Hemoglobin	binds	TNF
Atorvastatin	treats	Paracetamol
Ibuprofen	interacts	Simvastatin
APP	associates	HTT
Metformin	associates	TP53
EGFR	interacts	INS
Insulin receptor	treats	APP
HTT	associates	Simvastatin
Dexamethasone	binds	Osteoarthritis
INS	interacts	Breast cancer
ACE	associates	Hemoglobin
TNF	treats	VEGF receptor
Paracetamol	associates	Osteoarthritis
Metformin	treats	Paracetamol
EGFR	treats	TP53
Cisplatin	interacts	Asthma
Metformin	binds	Atorvastatin
Ibuprofen	binds	INS
Simvastatin	binds	Osteoarthritis
Cisplatin	associates	EGFR protein
ACE	binds	HTT
VEGFA	binds	HTT
Tamoxifen	treats	Aspirin
TP53	binds	ACE
ACE	binds	Hypertension
EGFR protein	interacts	Dexamethasone
EGFR	binds	Diabetes mellitus
Atorvastatin	interacts	Metformin
EGFR	interacts	CYP2C9
Hydroxychloroquine	interacts	VEGF receptor
BRCA1	binds	Hypertension
VEGFA	treats	Dexamethasone
TNF	treats	Cisplatin
Simvastatin	treats	Tamoxifen
Hydroxychloroquine	associates	Cisplatin
Hydroxychloroquine	associates	Aspirin
EGFR	interacts	Hydroxychloroquine
VEGFA	associates	Osteoarthritis
APP	interacts	Breast cancer
Hydroxychloroquine	associates	BRCA1
EGFR protein	binds	CYP2C9
EGFR	associates	Tamoxifen
Metformin	binds	HIV infection
Aspirin	associates	Osteoarthritis
Tamoxifen	binds	Huntington's disease
Metformin	associates	INS
Hydroxychloroquine	interacts	Headache
INS	associates	EGFR protein
Albumin	treats	Insulin receptor
Tamoxifen	interacts	Tuberculosis
TP53	binds	Headache
EGFR protein	binds	VEGF receptor
VEGFA	binds	Insulin receptor
VEGFA	treats	Hydroxychloroquine
Cisplatin	treats	VEGF receptor
Atorvastatin	associates	CYP2C9
Cisplatin	binds	Tuberculosis
Dexamethasone	treats	CYP2C9
CYP2C9	binds	TNF
INS	interacts	Insulin receptor
Cisplatin	associates	Hypertension
Atorvastatin	interacts	Tuberculosis
Albumin	interacts	Hypertension
ACE	interacts	Hemoglobin
BRCA1	treats	Diabetes mellitus
Hemoglobin	treats	INS
INS	interacts	Breast cancer
BRCA1	binds	Hydroxychloroquine
TNF	interacts	Diabetes mellitus
Dexamethasone	treats	Insulin receptor
Cisplatin	treats	Dexamethasone
CYP2C9	binds	EGFR
Dexamethasone	binds	Osteoarthritis
Simvastatin	associates	HTT
Albumin	treats	Cisplatin
Simvastatin	binds	Insulin receptor
EGFR	interacts	Insulin receptor
TNF	treats	Asthma
Dexamethasone	binds	BRCA1
Metformin	associates	Insulin receptor
ACE	treats	EGFR
Cisplatin	interacts	BRCA1
Aspirin	associates	BRCA1
Simvastatin	treats	VEGFA
TP53	treats	BRCA1
Atorvastatin	interacts	Hypertension
Metformin	associates	Headache
TP53	treats	Hypertension
Ibuprofen	associates	BRCA1
EGFR protein	treats	VEGFA
TNF	treats	Aspirin
Tamoxifen	associates	Hypertension
Hemoglobin	binds	TP53
CYP2C9	binds	Aspirin
Ibuprofen	treats	Simvastatin
EGFR	associates	CYP2C9
Tamoxifen	binds	Breast cancer
BRCA1	associates	Tamoxifen
Paracetamol	binds	Breast cancer
Aspirin	binds	HIV infection
Hydroxychloroquine	interacts	HTT
Ibuprofen	treats	HTT
EGFR protein	treats	Tamoxifen
Paracetamol	interacts	Atorvastatin
Metformin	binds	Cisplatin
Albumin	treats	Ibuprofen
Tamoxifen	treats	HIV infection
TNF	treats	Headache
TP53	interacts	Atorvastatin
EGFR	interacts	Osteoarthritis
Cisplatin	interacts	Breast cancer
INS	treats	Ibuprofen
Cisplatin	interacts	Insulin receptor
Hemoglobin	treats	VEGFA
Hemoglobin	treats	Simvastatin
Tamoxifen	binds	Metformin
Cisplatin	associates	Aspirin
Cisplatin	interacts	Dexamethasone
EGFR protein	interacts	Breast cancer
Aspirin	binds	Insulin receptor
INS	associates	Diabetes mellitus
Hemoglobin	interacts	EGFR protein
Dexamethasone	interacts	APP
EGFR	interacts	INS
Simvastatin	binds	VEGFA
INS	interacts	TP53
HTT	interacts	Osteoarthritis
Cisplatin	associates	Asthma
Aspirin	associates	Huntington's disease
APP	treats	Hypertension
Aspirin	associates	EGFR protein
Paracetamol	interacts	INS
CYP2C9	interacts	Osteoarthritis
APP	binds	Asthma
CYP2C9	associates	Breast cancer
Simvastatin	interacts	Aspirin
Hemoglobin	binds	Alzheimer's disease
APP	interacts	Ibuprofen
Simvastatin	binds	Alzheimer's disease
Tamoxifen	binds	Diabetes mellitus
EGFR	treats	Hemoglobin
Dexamethasone	binds	Headache
CYP2C9	interacts	Tamoxifen
Ibuprofen	binds	EGFR
EGFR	binds	Paracetamol
Dexamethasone	interacts	Alzheimer's disease
CYP2C9	treats	TP53
Aspirin	interacts	Breast cancer
APP	binds	Tamoxifen
Dexamethasone	interacts	TNF
Paracetamol	associates	Atorvastatin
HTT	treats	Asthma
Ibuprofen	interacts	Simvastatin
TP53	interacts	TNF
APP	binds	Simvastatin
APP	binds	Simvastatin
Aspirin	associates	BRCA1
APP	treats	Diabetes mellitus
Hydroxychloroquine	interacts	VEGFA
APP	interacts	Hydroxychloroquine
INS	interacts	Paracetamol
Simvastatin	associates	ACE
TP53	associates	Paracetamol
Albumin	interacts	Breast cancer
Hemoglobin	associates	INS
Albumin	interacts	Dexamethasone
Atorvastatin	binds	TNF
APP	treats	Alzheimer's disease
INS	treats	TP53
HTT	binds	Hypertension
BRCA1	interacts	Albumin
INS	associates	Osteoarthritis
APP	associates	Huntington's disease
Cisplatin	binds	Hemoglobin
Insulin receptor	interacts	VEGF receptor
VEGF receptor	associates	Asthma
Ibuprofen	interacts	Cisplatin
Aspirin	associates	Albumin
Hemoglobin	interacts	HTT
Aspirin	associates	Diabetes mellitus
Dexamethasone	interacts	Tamoxifen
CYP2C9	interacts	TP53
Albumin	binds	Osteoarthritis
Insulin receptor	treats	Metformin
Insulin receptor	binds	CYP2C9
Albumin	binds	Hydroxychloroquine
ACE	interacts	TP53
Aspirin	interacts	Huntington's disease
TNF	associates	CYP2C9
Simvastatin	associates	HTT
ACE	interacts	Cisplatin
Atorvastatin	treats	Insulin receptor
Paracetamol	binds	INS
BRCA1	treats	VEGF receptor
Insulin receptor	interacts	Cisplatin
Cisplatin	interacts	Headache
Tamoxifen	treats	Diabetes mellitus
CYP2C9	associates	Headache
INS	interacts	HTT
ACE	associates	VEGF receptor
EGFR protein	associates	Hypertension
Dexamethasone	binds	HIV infection
Aspirin	interacts	Albumin
Ibuprofen	associates	TNF
Paracetamol	interacts	Insulin receptor
Insulin receptor	binds	Alzheimer's disease
Simvastatin	binds	Insulin receptor
TP53	binds	Tamoxifen
Tamoxifen	interacts	BRCA1
Paracetamol	treats	CYP2C9
HTT	treats	CYP2C9
Hemoglobin	interacts	Huntington's disease
Hydroxychloroquine	binds	Tamoxifen
ACE	associates	Alzheimer's disease
Dexamethasone	binds	Albumin
TNF	interacts	HIV infection
Hydroxychloroquine	binds	Tuberculosis
Aspirin	binds	BRCA1
EGFR	interacts	HTT
Metformin	treats	Alzheimer's disease
EGFR	interacts	Cisplatin
TP53	interacts	VEGFA
Aspirin	binds	Hemoglobin
Aspirin	interacts	Cisplatin
Albumin	interacts	TP53
BRCA1	treats	Insulin receptor
ACE	interacts	EGFR
EGFR protein	interacts	HIV infection
Tamoxifen	interacts	ACE
CYP2C9	treats	APP
Hydroxychloroquine	associates	Headache
Hydroxychloroquine	binds	Tuberculosis
CYP2C9	binds	Hypertension
Atorvastatin	binds	Tamoxifen
Simvastatin	interacts	ACE
HTT	interacts	Asthma
BRCA1	binds	Alzheimer's disease
VEGF receptor	treats	Huntington's disease
APP	associates	HIV infection
Metformin	binds	Insulin receptor
CYP2C9	binds	Simvastatin
Aspirin	binds	VEGF receptor
Metformin	treats	Dexamethasone
CYP2C9	associates	INS
TNF	interacts	Simvastatin
Insulin receptor	interacts	Hypertension
Ibuprofen	binds	HIV infection
Tamoxifen	binds	VEGFA
Albumin	treats	Osteoarthritis
VEGFA	treats	Ibuprofen
Metformin	treats	TP53
CYP2C9	associates	Headache
Aspirin	associates	VEGF receptor
APP	binds	Diabetes mellitus
EGFR protein	interacts	HTT
APP	associates	Breast cancer
Aspirin	binds	Ibuprofen
APP	interacts	Tamoxifen
VEGF receptor	associates	Dexamethasone
Atorvastatin	interacts	Metformin
Insulin receptor	interacts	Asthma
Albumin	treats	Tuberculosis
Tamoxifen	interacts	Hydroxychloroquine
Ibuprofen	interacts	Hypertension
TNF	associates	Metformin
ACE	binds	EGFR
Hydroxychloroquine	associates	Diabetes mellitus
Hemoglobin	treats	Headache
Hemoglobin	associates	Asthma
Albumin	interacts	Alzheimer's disease
Albumin	binds	Osteoarthritis
EGFR	interacts	HIV infection
HTT	treats	Osteoarthritis
TP53	associates	Breast cancer
Hemoglobin	binds	Paracetamol
VEGF receptor	interacts	Simvastatin
EGFR	treats	Hemoglobin
Tamoxifen	associates	Ibuprofen
VEGFA	associates	Diabetes mellitus
TP53	associates	Diabetes mellitus
Cisplatin	binds	Alzheimer's disease
VEGFA	treats	Hydroxychloroquine
Atorvastatin	binds	CYP2C9
CYP2C9	binds	TP53
Aspirin	treats	Asthma
Dexamethasone	binds	Diabetes mellitus
Aspirin	treats	EGFR protein
APP	binds	Headache
HTT	associates	Hypertension
Ibuprofen	binds	TP53
HTT	treats	TP53
ACE	associates	Atorvastatin
Simvastatin	associates	Atorvastatin
Atorvastatin	treats	Asthma
BRCA1	treats	Breast cancer
VEGFA	binds	Simvastatin
VEGFA	interacts	Breast cancer
APP	interacts	HIV infection
CYP2C9	associates	Albumin
HTT	associates	BRCA1
Ibuprofen	interacts	Paracetamol
APP	binds	ACE
Cisplatin	interacts	Asthma
Insulin receptor	associates	VEGF receptor
ACE	associates	INS
VEGFA	interacts	Simvastatin
Paracetamol	associates	APP
Tamoxifen	treats	TP53
Insulin receptor	interacts	Hypertension
Hydroxychloroquine	binds	APP
INS	treats	Huntington's disease
Hydroxychloroquine	treats	Tuberculosis
Tamoxifen	treats	HTT
Metformin	interacts	Tamoxifen
Atorvastatin	treats	Simvastatin
Tamoxifen	binds	TNF
EGFR protein	associates	Osteoarthritis
VEGFA	interacts	Osteoarthritis
Aspirin	interacts	Hemoglobin
Ibuprofen	treats	Paracetamol
CYP2C9	treats	TNF
Paracetamol	treats	Insulin receptor
Albumin	interacts	TP53
BRCA1	associates	INS
Cisplatin	binds	Hydroxychloroquine
Insulin receptor	interacts	Tamoxifen
TNF	treats	Dexamethasone
Tamoxifen	binds	HTT
Simvastatin	treats	Insulin receptor
Ibuprofen	binds	Paracetamol
Paracetamol	binds	INS
INS	interacts	Headache
Tamoxifen	associates	EGFR
Dexamethasone	associates	Metformin
APP	binds	INS
BRCA1	binds	Alzheimer's disease
VEGFA	associates	Osteoarthritis
TP53	associates	Diabetes mellitus
Metformin	binds	Dexamethasone
HTT	interacts	Asthma
CYP2C9	associates	INS
Cisplatin	interacts	Asthma
TNF	associates	Asthma
Metformin	associates	Dexamethasone
Cisplatin	associates	TNF
Hydroxychloroquine	treats	TP53
INS	treats	Insulin receptor
INS	associates	Paracetamol
TP53	binds	EGFR
Ibuprofen	treats	Osteoarthritis
Simvastatin	treats	HIV infection
Simvastatin	associates	Breast cancer
Insulin receptor	associates	TNF
Hydroxychloroquine	treats	Breast cancer
Insulin receptor	associates	EGFR protein
EGFR protein	binds	Asthma
Tamoxifen	associates	Metformin
EGFR protein	interacts	Breast cancer
APP	binds	Dexamethasone
Cisplatin	binds	Huntington's disease
Tamoxifen	interacts	APP
Dexamethasone	interacts	Cisplatin
Simvastatin	associates	EGFR protein
APP	binds	Atorvastatin
VEGFA	binds	Albumin
TP53	treats	Breast cancer
Metformin	associates	Hypertension
INS	treats	Tuberculosis
APP	binds	Albumin
ACE	interacts	HIV infection
INS	interacts	APP
Aspirin	associates	Diabetes mellitus
INS	treats	APP
Albumin	associates	Hemoglobin
CYP2C9	treats	BRCA1
Hemoglobin	binds	Insulin receptor
TNF	interacts	Ibuprofen
TNF	associates	Breast cancer
TP53	binds	Albumin
CYP2C9	binds	Metformin
APP	associates	TP53
Hemoglobin	treats	Tamoxifen
Ibuprofen	associates	Osteoarthritis
BRCA1	treats	TNF
Atorvastatin	interacts	Paracetamol
VEGF receptor	associates	TNF
CYP2C9	interacts	Metformin
APP	interacts	EGFR
Aspirin	associates	HTT
Cisplatin	treats	Atorvastatin
CYP2C9	treats	Hemoglobin
Ibuprofen	binds	BRCA1
INS	associates	Hypertension
TP53	binds	Tamoxifen
VEGFA	associates	Simvastatin
EGFR	interacts	Headache
Hydroxychloroquine	treats	APP
Cisplatin	associates	Huntington's disease
TP53	binds	APP
HTT	treats	Ibuprofen
APP	treats	Breast cancer
Atorvastatin	associates	Alzheimer's disease
Ibuprofen	treats	Paracetamol
Ibuprofen	associates	EGFR
Paracetamol	interacts	Asthma
ACE	interacts	TNF
INS	associates	HTT
TP53	treats	HTT
INS	interacts	CYP2C9
INS	binds	ACE
Insulin receptor	associates	Metformin
TNF	associates	APP
Ibuprofen	treats	Breast cancer
Ibuprofen	associates	APP
Paracetamol	interacts	Cisplatin
Ibuprofen	binds	Hemoglobin
VEGF receptor	associates	Atorvastatin
EGFR protein	treats	Hydroxychloroquine
VEGFA	associates	ACE
VEGFA	binds	Hemoglobin
TNF	treats	EGFR protein
ACE	interacts	TNF
ACE	treats	BRCA1
Dexamethasone	interacts	Metformin
Dexamethasone	associates	TP53
CYP2C9	treats	APP
Cisplatin	binds	Simvastatin
TNF	associates	Paracetamol
EGFR	interacts	Ibuprofen
TP53	treats	Tuberculosis
EGFR	binds	Breast cancer
Atorvastatin	binds	APP
Tamoxifen	interacts	TNF
Albumin	associates	Huntington's disease
HTT	interacts	BRCA1
Ibuprofen	associates	Atorvastatin
CYP2C9	binds	Ibuprofen
Atorvastatin	treats	Aspirin
APP	treats	Huntington's disease
TNF	binds	EGFR
Hemoglobin	binds	EGFR protein
Tamoxifen	binds	Atorvastatin
Cisplatin	treats	Simvastatin
Cisplatin	binds	TNF
TP53	treats	EGFR protein
Hydroxychloroquine	associates	BRCA1
INS	binds	EGFR protein
CYP2C9	associates	Atorvastatin
EGFR protein	treats	HIV infection
Dexamethasone	treats	HTT
Simvastatin	binds	Alzheimer's disease
Paracetamol	treats	BRCA1
HTT	associates	Dexamethasone
APP	interacts	HIV infection
TNF	associates	BRCA1
VEGFA	associates	Tuberculosis
TP53	associates	INS
Paracetamol	treats	Osteoarthritis
EGFR	treats	Headache
Albumin	associates	TNF
Metformin	binds	Cisplatin
APP	associates	Simvastatin
BRCA1	interacts	Diabetes mellitus
BRCA1	associates	Ibuprofen
Atorvastatin	binds	Asthma
ACE	binds	Osteoarthritis
BRCA1	interacts	EGFR protein
TP53	associates	Hemoglobin
ACE	binds	Insulin receptor
CYP2C9	associates	VEGFA
Paracetamol	associates	Albumin
Simvastatin	binds	INS
INS	interacts	Tuberculosis
EGFR	binds	HIV infection
Dexamethasone	binds	Metformin
Insulin receptor	interacts	TNF
EGFR	associates	Alzheimer's disease
EGFR protein	binds	CYP2C9
Ibuprofen	binds	APP
CYP2C9	associates	Aspirin
BRCA1	associates	Aspirin
Hydroxychloroquine	associates	Paracetamol
Atorvastatin	treats	Aspirin
BRCA1	interacts	Ibuprofen
Tamoxifen	associates	EGFR protein
INS	treats	Diabetes mellitus
Ibuprofen	binds	Atorvastatin
Hemoglobin	treats	Huntington's disease
ACE	binds	CYP2C9
Simvastatin	treats	Breast cancer
CYP2C9	interacts	Aspirin
Albumin	associates	BRCA1
Cisplatin	binds	Alzheimer's disease
Atorvastatin	treats	Diabetes mellitus
APP	treats	Metformin
TNF	interacts	Atorvastatin
Albumin	treats	Osteoarthritis
BRCA1	treats	Tuberculosis
VEGFA	treats	Diabetes mellitus
EGFR protein	treats	VEGF receptor
INS	interacts	Hemoglobin
Aspirin	treats	Diabetes mellitus
Hydroxychloroquine	interacts	Paracetamol
Metformin	treats	VEGFA
VEGF receptor	binds	VEGFA
Metformin	interacts	BRCA1
EGFR	treats	EGFR protein
Hydroxychloroquine	treats	TP53
Hemoglobin	treats	APP
Albumin	interacts	Atorvastatin
EGFR protein	binds	VEGF receptor
Paracetamol	interacts	Hydroxychloroquine
Aspirin	treats	Ibuprofen
Insulin receptor	binds	Huntington's disease
Atorvastatin	interacts	HTT
Tamoxifen	associates	TP53
Albumin	interacts	Diabetes mellitus
Tamoxifen	binds	HIV infection
Hydroxychloroquine	associates	Dexamethasone
TNF	treats	EGFR
Aspirin	interacts	Alzheimer's disease
APP	binds	Asthma
BRCA1	associates	Cisplatin
Albumin	treats	Diabetes mellitus
Albumin	treats	Atorvastatin
Ibuprofen	associates	Asthma
ACE	interacts	EGFR protein
Simvastatin	associates	Ibuprofen
Tamoxifen	binds	TNF
VEGF receptor	treats	Hydroxychloroquine
INS	associates	ACE
Hydroxychloroquine	interacts	EGFR protein
EGFR protein	treats	Breast cancer
TNF	associates	Insulin receptor
Albumin	treats	Cisplatin
HTT	associates	Insulin receptor
INS	treats	Metformin
Hydroxychloroquine	binds	Breast cancer
Tamoxifen	interacts	Osteoarthritis
HTT	treats	Hydroxychloroquine
Atorvastatin	treats	Ibuprofen
Hemoglobin	treats	Cisplatin
VEGF receptor	binds	BRCA1
HTT	interacts	Cisplatin
Cisplatin	binds	ACE
Insulin receptor	binds	BRCA1
Dexamethasone	binds	VEGF receptor
Metformin	binds	HIV infection
Hydroxychloroquine	associates	Huntington's disease
Insulin receptor	binds	INS
EGFR protein	binds	Dexamethasone
Dexamethasone	treats	BRCA1
Atorvastatin	treats	Tuberculosis
Albumin	treats	Osteoarthritis
Metformin	associates	EGFR protein
Paracetamol	associates	VEGFA
Paracetamol	treats	Insulin receptor
Insulin receptor	binds	EGFR
EGFR protein	interacts	Simvastatin
Cisplatin	binds	TNF
TP53	binds	Hemoglobin
Aspirin	treats	Metformin
Albumin	binds	Huntington's disease
BRCA1	interacts	INS
CYP2C9	treats	Tuberculosis
APP	treats	Breast cancer
VEGFA	treats	Dexamethasone
ACE	interacts	Metformin
Hydroxychloroquine	interacts	Hemoglobin
INS	treats	Atorvastatin
HTT	interacts	Dexamethasone
Atorvastatin	associates	Asthma
VEGFA	interacts	Headache
Hemoglobin	treats	Paracetamol
Dexamethasone	associates	Alzheimer's disease
Insulin receptor	interacts	Diabetes mellitus
ACE	interacts	Huntington's disease
EGFR	treats	Aspirin
APP	interacts	Alzheimer's disease
Dexamethasone	treats	TNF
INS	binds	Osteoarthritis
Albumin	interacts	EGFR protein
CYP2C9	interacts	Atorvastatin
